id,nameWithOwner,url,stargazerCount,createdAt,pushedAt,primaryLanguage
MDEwOlJlcG9zaXRvcnkxNTYxNTcwNTU=,GokuMohandas/Made-With-ML,https://github.com/GokuMohandas/Made-With-ML,46644,2018-11-05T03:44:27Z,2026-03-04T23:44:21Z,{'name': 'Jupyter Notebook'}
MDEwOlJlcG9zaXRvcnk3NTY5NTc4,discourse/discourse,https://github.com/discourse/discourse,46509,2013-01-12T00:25:55Z,2026-03-06T20:44:17Z,{'name': 'Ruby'}
R_kgDOIN1WiA,tw93/Pake,https://github.com/tw93/Pake,46490,2022-10-14T09:32:57Z,2026-03-04T06:59:53Z,{'name': 'Rust'}
R_kgDOO_yqIA,OpenCut-app/OpenCut,https://github.com/OpenCut-app/OpenCut,46396,2025-06-22T08:02:17Z,2026-03-04T16:18:35Z,{'name': 'TypeScript'}
MDEwOlJlcG9zaXRvcnkzMDIwMzkzNQ==,metabase/metabase,https://github.com/metabase/metabase,46317,2015-02-02T19:25:47Z,2026-03-06T20:54:18Z,{'name': 'Clojure'}
R_kgDONWoU0w,virattt/ai-hedge-fund,https://github.com/virattt/ai-hedge-fund,46308,2024-11-29T16:30:01Z,2026-02-02T20:45:33Z,{'name': 'Python'}
MDEwOlJlcG9zaXRvcnkxMzYwNjIyNDA=,DovAmir/awesome-design-patterns,https://github.com/DovAmir/awesome-design-patterns,46296,2018-06-04T17:47:48Z,2024-10-25T19:57:00Z,
R_kgDOIdx9Rg,makeplane/plane,https://github.com/makeplane/plane,46280,2022-11-19T12:55:01Z,2026-03-06T09:14:08Z,{'name': 'TypeScript'}
MDEwOlJlcG9zaXRvcnk2MDI0NjM1OQ==,ClickHouse/ClickHouse,https://github.com/ClickHouse/ClickHouse,46211,2016-06-02T08:28:18Z,2026-03-06T20:09:46Z,{'name': 'C++'}
MDEwOlJlcG9zaXRvcnk5ODAyOTU5Mg==,ziishaned/learn-regex,https://github.com/ziishaned/learn-regex,46161,2017-07-22T12:21:03Z,2025-08-25T23:17:54Z,
R_kgDOIpvk-w,oobabooga/text-generation-webui,https://github.com/oobabooga/text-generation-webui,46158,2022-12-21T04:17:37Z,2026-03-06T04:02:10Z,{'name': 'Python'}
MDEwOlJlcG9zaXRvcnkyMjk3NjQ0NjU=,Asabeneh/30-Days-Of-JavaScript,https://github.com/Asabeneh/30-Days-Of-JavaScript,46155,2019-12-23T14:07:40Z,2025-12-06T11:12:48Z,{'name': 'JavaScript'}
R_kgDOHy0BzQ,astral-sh/ruff,https://github.com/astral-sh/ruff,46139,2022-08-09T17:17:44Z,2026-03-06T20:54:04Z,{'name': 'Rust'}
MDEwOlJlcG9zaXRvcnkxMDg2NTQzNg==,dypsilon/frontend-dev-bookmarks,https://github.com/dypsilon/frontend-dev-bookmarks,46138,2013-06-22T13:23:55Z,2024-05-21T10:56:58Z,
MDEwOlJlcG9zaXRvcnk0ODYxMDY2Mg==,acmesh-official/acme.sh,https://github.com/acmesh-official/acme.sh,45864,2015-12-26T12:56:33Z,2026-03-04T07:17:02Z,{'name': 'Shell'}
MDEwOlJlcG9zaXRvcnkzNDQxOTA0Nzg=,microsoft/AI-For-Beginners,https://github.com/microsoft/AI-For-Beginners,45861,2021-03-03T16:27:36Z,2026-03-04T23:52:35Z,{'name': 'Jupyter Notebook'}
MDEwOlJlcG9zaXRvcnk2MDYzMDg0NA==,microsoft/monaco-editor,https://github.com/microsoft/monaco-editor,45684,2016-06-07T16:56:31Z,2026-03-06T16:53:58Z,{'name': 'JavaScript'}
MDEwOlJlcG9zaXRvcnkzNjU3Mzk4MTI=,tldraw/tldraw,https://github.com/tldraw/tldraw,45669,2021-05-09T11:48:37Z,2026-03-06T17:52:20Z,{'name': 'TypeScript'}
MDEwOlJlcG9zaXRvcnk1MTE0ODc4MA==,android/architecture-samples,https://github.com/android/architecture-samples,45595,2016-02-05T13:42:07Z,2026-03-04T14:36:29Z,{'name': 'Kotlin'}
R_kgDOHFhdAg,ghostty-org/ghostty,https://github.com/ghostty-org/ghostty,45593,2022-03-29T17:38:26Z,2026-03-06T20:28:04Z,{'name': 'Zig'}
MDEwOlJlcG9zaXRvcnkxNjM1OTEyNzg=,GitHubDaily/GitHubDaily,https://github.com/GitHubDaily/GitHubDaily,45484,2018-12-30T13:56:58Z,2025-12-31T18:59:20Z,
MDEwOlJlcG9zaXRvcnkxOTI5MjU4MzM=,prisma/prisma,https://github.com/prisma/prisma,45458,2019-06-20T13:33:47Z,2026-03-05T16:21:48Z,{'name': 'TypeScript'}
MDEwOlJlcG9zaXRvcnkxMTAwNTg4NTY=,LeCoupa/awesome-cheatsheets,https://github.com/LeCoupa/awesome-cheatsheets,45448,2017-11-09T02:47:15Z,2026-02-20T08:42:26Z,{'name': 'JavaScript'}
MDEwOlJlcG9zaXRvcnkxNTkxNTI5MDQ=,jeecgboot/JeecgBoot,https://github.com/jeecgboot/JeecgBoot,45348,2018-11-26T10:40:00Z,2026-03-05T08:59:39Z,{'name': 'Java'}
MDEwOlJlcG9zaXRvcnkxNTQyODQ4MA==,ColorlibHQ/AdminLTE,https://github.com/ColorlibHQ/AdminLTE,45317,2013-12-25T02:52:40Z,2026-03-05T00:21:03Z,{'name': 'CSS'}
MDEwOlJlcG9zaXRvcnkxNTA2Mjg2OQ==,jestjs/jest,https://github.com/jestjs/jest,45317,2013-12-10T00:18:04Z,2026-03-05T18:13:42Z,{'name': 'TypeScript'}
R_kgDOKlrpgA,crewAIInc/crewAI,https://github.com/crewAIInc/crewAI,45306,2023-10-27T03:26:59Z,2026-03-06T17:56:09Z,{'name': 'Python'}
MDEwOlJlcG9zaXRvcnkyNDI2ODEyNw==,coreybutler/nvm-windows,https://github.com/coreybutler/nvm-windows,45257,2014-09-20T16:37:28Z,2026-02-26T18:00:10Z,{'name': 'Go'}
MDEwOlJlcG9zaXRvcnkzNjQ0NzQzMzU=,google/zx,https://github.com/google/zx,45250,2021-05-05T05:50:01Z,2026-03-02T21:55:12Z,{'name': 'JavaScript'}
R_kgDOJtVdAQ,NanmiCoder/MediaCrawler,https://github.com/NanmiCoder/MediaCrawler,44954,2023-06-09T12:14:34Z,2026-03-03T15:34:12Z,{'name': 'Python'}
MDEwOlJlcG9zaXRvcnkyMzQ3OTg2NzU=,bevyengine/bevy,https://github.com/bevyengine/bevy,44909,2020-01-18T21:13:55Z,2026-03-06T19:04:22Z,{'name': 'Rust'}
MDEwOlJlcG9zaXRvcnkzNTg2NjY5NA==,RocketChat/Rocket.Chat,https://github.com/RocketChat/Rocket.Chat,44831,2015-05-19T07:36:09Z,2026-03-06T20:51:18Z,{'name': 'TypeScript'}
MDEwOlJlcG9zaXRvcnk0MTA1ODA1NA==,isocpp/CppCoreGuidelines,https://github.com/isocpp/CppCoreGuidelines,44817,2015-08-19T20:22:52Z,2026-03-05T21:28:33Z,{'name': 'CSS'}
MDEwOlJlcG9zaXRvcnkzMjE0NDA2,meteor/meteor,https://github.com/meteor/meteor,44778,2012-01-19T01:58:17Z,2026-03-06T20:11:57Z,{'name': 'JavaScript'}
MDEwOlJlcG9zaXRvcnkzMzg3MTk5NjI=,KRTirtho/spotube,https://github.com/KRTirtho/spotube,44770,2021-02-14T03:17:58Z,2026-02-24T13:15:09Z,{'name': 'Dart'}
MDEwOlJlcG9zaXRvcnkyNjU2MTI0NDA=,coqui-ai/TTS,https://github.com/coqui-ai/TTS,44734,2020-05-20T15:45:28Z,2024-08-16T12:07:14Z,{'name': 'Python'}
MDEwOlJlcG9zaXRvcnk2MjM2NzU1OA==,vercel/hyper,https://github.com/vercel/hyper,44703,2016-07-01T06:01:21Z,2024-08-14T03:32:57Z,{'name': 'TypeScript'}
MDEwOlJlcG9zaXRvcnkzNjEwNDQwMzQ=,slidevjs/slidev,https://github.com/slidevjs/slidev,44660,2021-04-24T01:25:23Z,2026-03-03T06:46:20Z,{'name': 'TypeScript'}
R_kgDOQBnJRQ,karpathy/nanochat,https://github.com/karpathy/nanochat,44610,2025-10-13T13:46:35Z,2026-03-04T23:55:32Z,{'name': 'Python'}
MDEwOlJlcG9zaXRvcnk0ODc2OTI0MQ==,penpot/penpot,https://github.com/penpot/penpot,44608,2015-12-29T22:09:07Z,2026-03-04T17:44:48Z,{'name': 'Clojure'}
MDEwOlJlcG9zaXRvcnk5MzExMzU=,Leaflet/Leaflet,https://github.com/Leaflet/Leaflet,44600,2010-09-22T16:57:44Z,2026-03-02T13:34:25Z,{'name': 'JavaScript'}
MDEwOlJlcG9zaXRvcnkxODc5NjE5MDc=,gedoor/legado,https://github.com/gedoor/legado,44589,2019-05-22T04:18:58Z,2026-03-04T03:13:33Z,{'name': 'Kotlin'}
MDEwOlJlcG9zaXRvcnkxNzQwMzgwMzE=,react-hook-form/react-hook-form,https://github.com/react-hook-form/react-hook-form,44562,2019-03-05T23:47:10Z,2026-02-28T01:00:23Z,{'name': 'TypeScript'}
MDEwOlJlcG9zaXRvcnkzMzg4NDg5MQ==,apache/airflow,https://github.com/apache/airflow,44519,2015-04-13T18:04:58Z,2026-03-06T19:03:32Z,{'name': 'Python'}
MDEwOlJlcG9zaXRvcnkyNzcyOTg4MA==,grpc/grpc,https://github.com/grpc/grpc,44447,2014-12-08T18:58:53Z,2026-03-06T20:52:29Z,{'name': 'C++'}
MDEwOlJlcG9zaXRvcnk4MDI3NjM5MQ==,GitSquared/edex-ui,https://github.com/GitSquared/edex-ui,44384,2017-01-28T09:35:02Z,2021-10-19T22:38:47Z,{'name': 'JavaScript'}
MDEwOlJlcG9zaXRvcnk1NjI1NDY0,pyenv/pyenv,https://github.com/pyenv/pyenv,44368,2012-08-31T06:57:52Z,2026-03-04T07:02:44Z,{'name': 'Shell'}
MDEwOlJlcG9zaXRvcnkxMzU2MTQwNjk=,sudheerj/reactjs-interview-questions,https://github.com/sudheerj/reactjs-interview-questions,44324,2018-05-31T17:17:01Z,2026-02-24T14:53:00Z,{'name': 'JavaScript'}
MDEwOlJlcG9zaXRvcnkyNDAyMTUzMTQ=,docker/awesome-compose,https://github.com/docker/awesome-compose,44257,2020-02-13T08:51:42Z,2026-03-05T09:59:09Z,{'name': 'HTML'}
MDEwOlJlcG9zaXRvcnk1MjcxODgy,astaxie/build-web-application-with-golang,https://github.com/astaxie/build-web-application-with-golang,44159,2012-08-02T11:49:35Z,2024-05-12T00:47:46Z,{'name': 'Go'}
MDEwOlJlcG9zaXRvcnk5OTU5ODU5NQ==,parcel-bundler/parcel,https://github.com/parcel-bundler/parcel,44048,2017-08-07T16:36:47Z,2026-03-05T00:54:33Z,{'name': 'JavaScript'}
MDEwOlJlcG9zaXRvcnkyODA1Njc1Nzk=,NaiboWang/EasySpider,https://github.com/NaiboWang/EasySpider,44028,2020-07-18T02:41:27Z,2026-02-26T03:20:01Z,{'name': 'JavaScript'}
MDEwOlJlcG9zaXRvcnk3NjgzODAxNw==,iina/iina,https://github.com/iina/iina,43980,2016-12-19T07:18:45Z,2026-03-05T02:30:33Z,{'name': 'Swift'}
MDEwOlJlcG9zaXRvcnkxNTQ5NTA5MjU=,streamich/react-use,https://github.com/streamich/react-use,43947,2018-10-27T10:16:05Z,2026-01-20T12:19:23Z,{'name': 'TypeScript'}
MDEwOlJlcG9zaXRvcnkyODY5OTQ3MQ==,lukasz-madon/awesome-remote-job,https://github.com/lukasz-madon/awesome-remote-job,43923,2015-01-02T00:31:34Z,2026-01-12T01:29:57Z,
MDEwOlJlcG9zaXRvcnk4OTIyNzU=,square/retrofit,https://github.com/square/retrofit,43902,2010-09-06T21:39:43Z,2026-03-05T18:41:53Z,{'name': 'HTML'}
MDEwOlJlcG9zaXRvcnkyNDU2MDMwNw==,babel/babel,https://github.com/babel/babel,43893,2014-09-28T13:38:23Z,2026-03-06T08:48:13Z,{'name': 'TypeScript'}
MDEwOlJlcG9zaXRvcnkxMTczNzI4MDY=,yangshun/front-end-interview-handbook,https://github.com/yangshun/front-end-interview-handbook,43872,2018-01-13T19:40:08Z,2026-03-03T12:54:32Z,{'name': 'MDX'}
MDEwOlJlcG9zaXRvcnk0NTk4NjE2Mg==,aymericdamien/TensorFlow-Examples,https://github.com/aymericdamien/TensorFlow-Examples,43800,2015-11-11T14:21:19Z,2024-07-26T19:46:13Z,{'name': 'Jupyter Notebook'}
MDEwOlJlcG9zaXRvcnkyMDQwODY4NjI=,streamlit/streamlit,https://github.com/streamlit/streamlit,43768,2019-08-24T00:14:52Z,2026-03-06T19:19:08Z,{'name': 'Python'}
R_kgDOHvghIw,upscayl/upscayl,https://github.com/upscayl/upscayl,43761,2022-07-30T17:19:20Z,2026-01-16T21:35:46Z,{'name': 'TypeScript'}
MDEwOlJlcG9zaXRvcnkyNjY0MTc3NzI=,SimplifyJobs/Summer2026-Internships,https://github.com/SimplifyJobs/Summer2026-Internships,43678,2020-05-23T20:53:18Z,2026-03-06T20:32:02Z,{'name': 'Python'}
R_kgDOGwsu2A,AykutSarac/jsoncrack.com,https://github.com/AykutSarac/jsoncrack.com,43411,2022-01-30T15:25:18Z,2026-02-19T21:36:19Z,{'name': 'TypeScript'}
R_kgDOGTqqwA,FuelLabs/fuels-rs,https://github.com/FuelLabs/fuels-rs,43399,2021-10-31T22:33:54Z,2026-02-20T10:08:17Z,{'name': 'Rust'}
MDEwOlJlcG9zaXRvcnkxMjU3NDM0NA==,spf13/cobra,https://github.com/spf13/cobra,43397,2013-09-03T20:40:26Z,2025-12-10T02:18:50Z,{'name': 'Go'}
MDEwOlJlcG9zaXRvcnk0MDI4NjAxNzU=,FuelLabs/fuels-ts,https://github.com/FuelLabs/fuels-ts,43353,2021-09-03T18:11:03Z,2026-02-01T19:26:39Z,{'name': 'TypeScript'}
R_kgDOJLVrdQ,mudler/LocalAI,https://github.com/mudler/LocalAI,43343,2023-03-18T22:58:02Z,2026-03-06T20:48:05Z,{'name': 'Go'}
MDEwOlJlcG9zaXRvcnk5ODc3MTExMA==,zhongyang219/TrafficMonitor,https://github.com/zhongyang219/TrafficMonitor,43317,2017-07-30T02:51:17Z,2026-02-12T13:01:25Z,{'name': 'C++'}
MDEwOlJlcG9zaXRvcnk4NzMzMjg=,getsentry/sentry,https://github.com/getsentry/sentry,43288,2010-08-30T22:06:41Z,2026-03-06T20:54:50Z,{'name': 'Python'}
MDEwOlJlcG9zaXRvcnkyNjg0MjQ3Mzk=,helix-editor/helix,https://github.com/helix-editor/helix,43264,2020-06-01T04:26:56Z,2026-03-04T19:51:37Z,{'name': 'Rust'}
MDEwOlJlcG9zaXRvcnkyMDg3Mjg3NzI=,milvus-io/milvus,https://github.com/milvus-io/milvus,43172,2019-09-16T06:43:43Z,2026-03-06T15:29:37Z,{'name': 'Go'}
MDEwOlJlcG9zaXRvcnkxMDE4NzA4Mg==,Unitech/pm2,https://github.com/Unitech/pm2,42974,2013-05-21T03:25:25Z,2026-02-08T16:20:40Z,{'name': 'JavaScript'}
MDEwOlJlcG9zaXRvcnkxODg3MDAyNzQ=,9001/copyparty,https://github.com/9001/copyparty,42973,2019-05-26T15:28:33Z,2026-03-04T06:29:44Z,{'name': 'Python'}
MDEwOlJlcG9zaXRvcnkyMTI2MTMwNDk=,cli/cli,https://github.com/cli/cli,42939,2019-10-03T15:24:53Z,2026-03-06T19:01:07Z,{'name': 'Go'}
MDEwOlJlcG9zaXRvcnkxNzE2NTY1OA==,apache/spark,https://github.com/apache/spark,42935,2014-02-25T08:00:08Z,2026-03-06T18:10:40Z,{'name': 'Scala'}
MDEwOlJlcG9zaXRvcnkxOTY4MTM3NTA=,Light-City/CPlusPlusThings,https://github.com/Light-City/CPlusPlusThings,42928,2019-07-14T08:45:45Z,2024-06-14T01:58:36Z,{'name': 'C++'}
MDEwOlJlcG9zaXRvcnkyNjc4MzI5NQ==,Kong/kong,https://github.com/Kong/kong,42893,2014-11-17T23:56:08Z,2026-03-03T02:52:54Z,{'name': 'Lua'}
MDEwOlJlcG9zaXRvcnk0MDI3NjI3NA==,ziglang/zig,https://github.com/ziglang/zig,42833,2015-08-06T00:51:28Z,2025-11-27T01:42:59Z,{'name': 'Zig'}
MDEwOlJlcG9zaXRvcnk0NTc4MDAy,faif/python-patterns,https://github.com/faif/python-patterns,42778,2012-06-06T21:02:35Z,2026-02-13T10:31:33Z,{'name': 'Python'}
MDEwOlJlcG9zaXRvcnkxNDE5NDE3NA==,alex/what-happens-when,https://github.com/alex/what-happens-when,42778,2013-11-07T04:30:06Z,2024-08-19T13:02:25Z,
MDEwOlJlcG9zaXRvcnkzNjgzNjQ3NQ==,tmux/tmux,https://github.com/tmux/tmux,42654,2015-06-03T23:32:55Z,2026-03-06T18:59:48Z,{'name': 'C'}
MDEwOlJlcG9zaXRvcnk1MTk4MzI=,mitmproxy/mitmproxy,https://github.com/mitmproxy/mitmproxy,42543,2010-02-16T04:10:13Z,2026-03-06T17:06:56Z,{'name': 'Python'}
MDEwOlJlcG9zaXRvcnkyMjExOTcyMQ==,k88hudson/git-flight-rules,https://github.com/k88hudson/git-flight-rules,42482,2014-07-22T20:35:09Z,2025-10-27T01:17:31Z,
MDEwOlJlcG9zaXRvcnkyOTIxOTI0Mw==,bannedbook/fanqiang,https://github.com/bannedbook/fanqiang,42472,2015-01-14T00:34:25Z,2026-02-07T13:56:12Z,{'name': 'Kotlin'}
MDEwOlJlcG9zaXRvcnk1NzE3NzA=,jgm/pandoc,https://github.com/jgm/pandoc,42424,2010-03-20T20:34:23Z,2026-03-06T12:59:50Z,{'name': 'Haskell'}
MDEwOlJlcG9zaXRvcnkxMjc3NjkyMzE=,DIYgod/RSSHub,https://github.com/DIYgod/RSSHub,42422,2018-04-02T14:43:21Z,2026-03-06T15:13:27Z,{'name': 'TypeScript'}
R_kgDOHE14iw,hiroi-sora/Umi-OCR,https://github.com/hiroi-sora/Umi-OCR,42412,2022-03-28T04:01:46Z,2025-11-20T14:58:13Z,{'name': 'Python'}
MDEwOlJlcG9zaXRvcnkyMjQ1ODI1OQ==,Alamofire/Alamofire,https://github.com/Alamofire/Alamofire,42355,2014-07-31T05:56:19Z,2026-02-12T02:31:52Z,{'name': 'Swift'}
MDEwOlJlcG9zaXRvcnkxNjQxNDA3NTY=,files-community/Files,https://github.com/files-community/Files,42279,2019-01-04T18:19:14Z,2026-03-06T06:22:12Z,{'name': 'C#'}
R_kgDOMNlpaQ,exo-explore/exo,https://github.com/exo-explore/exo,42151,2024-06-24T18:36:22Z,2026-03-06T19:23:54Z,{'name': 'Python'}
MDEwOlJlcG9zaXRvcnk4MzExOTQzMQ==,apachecn/ailearning,https://github.com/apachecn/ailearning,42088,2017-02-25T08:53:02Z,2024-11-12T16:21:55Z,{'name': 'Python'}
MDEwOlJlcG9zaXRvcnkyNDU3MDQ2MDg=,colinhacks/zod,https://github.com/colinhacks/zod,42058,2020-03-07T20:59:08Z,2026-02-15T14:20:41Z,{'name': 'TypeScript'}
MDEwOlJlcG9zaXRvcnkyMzc3OTEwNzc=,mingrammer/diagrams,https://github.com/mingrammer/diagrams,42055,2020-02-02T15:23:24Z,2026-02-07T11:02:07Z,{'name': 'Python'}
MDEwOlJlcG9zaXRvcnk5MDc5MzQxOA==,sharkdp/fd,https://github.com/sharkdp/fd,41949,2017-05-09T21:27:10Z,2026-03-06T17:43:08Z,{'name': 'Rust'}
R_kgDOHx-ACA,zhayujie/chatgpt-on-wechat,https://github.com/zhayujie/chatgpt-on-wechat,41945,2022-08-07T08:33:41Z,2026-03-06T10:42:19Z,{'name': 'Python'}
MDEwOlJlcG9zaXRvcnkxNjI0MDU5NjM=,gradio-app/gradio,https://github.com/gradio-app/gradio,41942,2018-12-19T08:24:04Z,2026-03-06T20:24:54Z,{'name': 'Python'}
MDEwOlJlcG9zaXRvcnkxNzIyMjc4ODU=,fastapi/full-stack-fastapi-template,https://github.com/fastapi/full-stack-fastapi-template,41887,2019-02-23T15:08:34Z,2026-03-01T20:35:29Z,{'name': 'TypeScript'}
MDEwOlJlcG9zaXRvcnkzNzIxMjI0,nolimits4web/swiper,https://github.com/nolimits4web/swiper,41800,2012-03-14T19:11:45Z,2026-02-24T13:54:34Z,{'name': 'JavaScript'}
MDEwOlJlcG9zaXRvcnkyMzU4NjAyMDQ=,deepspeedai/DeepSpeed,https://github.com/deepspeedai/DeepSpeed,41759,2020-01-23T18:35:18Z,2026-03-05T20:43:52Z,{'name': 'Python'}
MDEwOlJlcG9zaXRvcnkyOTE0Mzg1MjI=,siyuan-note/siyuan,https://github.com/siyuan-note/siyuan,41702,2020-08-30T09:21:35Z,2026-03-06T14:16:54Z,{'name': 'TypeScript'}
MDEwOlJlcG9zaXRvcnk0NzEwOTIw,apache/dubbo,https://github.com/apache/dubbo,41701,2012-06-19T07:56:02Z,2026-03-03T08:02:31Z,{'name': 'Java'}
MDEwOlJlcG9zaXRvcnk5MjgwNzYxNg==,byoungd/English-level-up-tips,https://github.com/byoungd/English-level-up-tips,41632,2017-05-30T07:18:52Z,2025-12-26T06:56:30Z,
MDEwOlJlcG9zaXRvcnk3MTkzMjM0OQ==,ray-project/ray,https://github.com/ray-project/ray,41620,2016-10-25T19:38:30Z,2026-03-06T20:37:50Z,{'name': 'Python'}
R_kgDOJhC06Q,Aider-AI/aider,https://github.com/Aider-AI/aider,41571,2023-05-09T18:57:49Z,2026-03-03T15:48:00Z,{'name': 'Python'}
MDEwOlJlcG9zaXRvcnkzMTAwMTIx,nwjs/nw.js,https://github.com/nwjs/nw.js,41564,2012-01-04T06:21:10Z,2026-03-05T04:08:18Z,{'name': 'JavaScript'}
MDEwOlJlcG9zaXRvcnk0OTk3MDY0Mg==,yarnpkg/yarn,https://github.com/yarnpkg/yarn,41532,2016-01-19T17:39:16Z,2026-03-05T19:18:28Z,{'name': 'JavaScript'}
R_kgDOIFKaXA,usebruno/bruno,https://github.com/usebruno/bruno,41465,2022-09-27T20:51:45Z,2026-03-06T18:53:02Z,{'name': 'JavaScript'}
MDEwOlJlcG9zaXRvcnkxNDA2ODc0MzA=,dcloudio/uni-app,https://github.com/dcloudio/uni-app,41447,2018-07-12T08:52:39Z,2026-03-06T14:24:30Z,{'name': 'JavaScript'}
MDEwOlJlcG9zaXRvcnkxMjUyNjYzMjg=,psf/black,https://github.com/psf/black,41418,2018-03-14T19:54:45Z,2026-03-06T17:42:04Z,{'name': 'Python'}
MDEwOlJlcG9zaXRvcnkyNjYyMzExNDk=,logseq/logseq,https://github.com/logseq/logseq,41408,2020-05-23T00:06:06Z,2026-03-06T13:00:10Z,{'name': 'Clojure'}
R_kgDOQEIuxA,ComposioHQ/awesome-claude-skills,https://github.com/ComposioHQ/awesome-claude-skills,41404,2025-10-17T07:15:01Z,2026-02-19T06:22:06Z,{'name': 'Python'}
MDEwOlJlcG9zaXRvcnkxMzcxNDczODY=,dylanaraps/pure-bash-bible,https://github.com/dylanaraps/pure-bash-bible,41402,2018-06-13T01:39:33Z,2023-11-28T03:26:23Z,{'name': 'Shell'}
R_kgDOGStmJA,hpcaitech/ColossalAI,https://github.com/hpcaitech/ColossalAI,41364,2021-10-28T16:19:44Z,2026-03-02T17:44:19Z,{'name': 'Python'}
MDEwOlJlcG9zaXRvcnk1OTIzMjE1,hexojs/hexo,https://github.com/hexojs/hexo,41281,2012-09-23T15:17:08Z,2026-03-03T23:52:29Z,{'name': 'TypeScript'}
R_kgDOH0x3oA,karanpratapsingh/system-design,https://github.com/karanpratapsingh/system-design,41233,2022-08-15T18:59:54Z,2025-12-15T00:13:31Z,
R_kgDOJI72qw,zai-org/ChatGLM-6B,https://github.com/zai-org/ChatGLM-6B,41226,2023-03-13T12:00:18Z,2024-06-27T04:05:25Z,{'name': 'Python'}
MDEwOlJlcG9zaXRvcnk5MTI1MzY5OA==,ccxt/ccxt,https://github.com/ccxt/ccxt,41221,2017-05-14T15:41:56Z,2026-03-06T15:44:10Z,{'name': 'Python'}
MDEwOlJlcG9zaXRvcnk3NzE4OTA0Mw==,bailicangdu/vue2-elm,https://github.com/bailicangdu/vue2-elm,41164,2016-12-23T01:49:20Z,2025-04-11T12:52:02Z,{'name': 'Vue'}
MDEwOlJlcG9zaXRvcnkyNzQ0Mjk2Nw==,fastlane/fastlane,https://github.com/fastlane/fastlane,41127,2014-12-02T17:00:38Z,2026-03-04T16:41:23Z,{'name': 'Ruby'}
MDEwOlJlcG9zaXRvcnk1NjkwNDE=,curl/curl,https://github.com/curl/curl,41083,2010-03-18T22:32:22Z,2026-03-06T14:36:04Z,{'name': 'C'}
R_kgDOIPQ9gA,juspay/hyperswitch,https://github.com/juspay/hyperswitch,41054,2022-10-17T11:18:28Z,2026-03-06T16:07:49Z,{'name': 'Rust'}
MDEwOlJlcG9zaXRvcnk5MDU2MzU4NQ==,chubin/cheat.sh,https://github.com/chubin/cheat.sh,41053,2017-05-07T21:40:56Z,2025-12-23T18:48:24Z,{'name': 'Python'}
MDEwOlJlcG9zaXRvcnk2NTc5NDI5Mg==,styled-components/styled-components,https://github.com/styled-components/styled-components,41026,2016-08-16T06:41:32Z,2026-02-19T20:40:32Z,{'name': 'TypeScript'}
MDEwOlJlcG9zaXRvcnkzMjcwODk4NzA=,payloadcms/payload,https://github.com/payloadcms/payload,41022,2021-01-05T18:49:45Z,2026-03-06T20:50:17Z,{'name': 'TypeScript'}
MDEwOlJlcG9zaXRvcnk2Nzk2MjY0OA==,vuetifyjs/vuetify,https://github.com/vuetifyjs/vuetify,40982,2016-09-12T00:39:35Z,2026-03-06T12:31:28Z,{'name': 'TypeScript'}
R_kgDOL_2xwg,CherryHQ/cherry-studio,https://github.com/CherryHQ/cherry-studio,40895,2024-05-24T01:56:26Z,2026-03-06T13:30:24Z,{'name': 'TypeScript'}
R_kgDOKIBx0g,janhq/jan,https://github.com/janhq/jan,40867,2023-08-17T02:17:10Z,2026-03-06T14:23:02Z,{'name': 'TypeScript'}
MDEwOlJlcG9zaXRvcnkxMTk4MTEwMTA=,tabler/tabler,https://github.com/tabler/tabler,40820,2018-02-01T09:08:59Z,2026-02-27T13:19:45Z,{'name': 'HTML'}
MDEwOlJlcG9zaXRvcnkzMDc4NDMxMDU=,Raphire/Win11Debloat,https://github.com/Raphire/Win11Debloat,40707,2020-10-27T22:26:59Z,2026-03-05T22:22:47Z,{'name': 'PowerShell'}
R_kgDOIwXaJw,LC044/WeChatMsg,https://github.com/LC044/WeChatMsg,40600,2023-01-11T05:03:49Z,2025-12-30T13:31:16Z,
R_kgDOMbt5gA,jingyaogong/minimind,https://github.com/jingyaogong/minimind,40558,2024-07-27T04:34:12Z,2026-02-06T11:15:32Z,{'name': 'Python'}
R_kgDOLmfWBA,zen-browser/desktop,https://github.com/zen-browser/desktop,40505,2024-03-28T00:05:55Z,2026-03-06T14:45:44Z,{'name': 'JavaScript'}
MDEwOlJlcG9zaXRvcnkzNTAzNjAxODQ=,calcom/cal.com,https://github.com/calcom/cal.com,40474,2021-03-22T13:47:42Z,2026-03-06T18:48:21Z,{'name': 'TypeScript'}
MDEwOlJlcG9zaXRvcnkzMTMzMzA5OTg=,bradtraversy/50projects50days,https://github.com/bradtraversy/50projects50days,40471,2020-11-16T14:39:01Z,2025-02-26T13:49:39Z,{'name': 'CSS'}
R_kgDOKvdZfw,DataExpert-io/data-engineer-handbook,https://github.com/DataExpert-io/data-engineer-handbook,40423,2023-11-19T19:47:41Z,2026-02-26T20:47:04Z,{'name': 'Jupyter Notebook'}
MDEwOlJlcG9zaXRvcnkzMTY4MzY4MTY=,saadeghi/daisyui,https://github.com/saadeghi/daisyui,40420,2020-11-28T22:57:27Z,2026-02-28T21:54:13Z,{'name': 'Svelte'}
MDEwOlJlcG9zaXRvcnkyMDI4OTA3Nzg=,chakra-ui/chakra-ui,https://github.com/chakra-ui/chakra-ui,40352,2019-08-17T14:27:54Z,2026-03-06T20:15:39Z,{'name': 'TypeScript'}
